IP 地址,端口号,TLS,数据中心,丢包率,平均延迟,下载速度 (MB/s)
104.16.168.120,443,True,CJU,0.0,188.37,8.36
104.16.175.36,443,True,CJU,0.0,189.39,8.29
104.16.176.86,443,True,CJU,0.0,188.32,8.12
104.17.1.169,443,True,CJU,0.0,186.48,8.09
104.16.44.69,443,True,CJU,0.0,186.52,8.07
104.16.25.81,443,True,CJU,0.0,186.36,7.89
104.16.49.125,443,True,CJU,0.0,185.93,7.89
104.16.119.207,443,True,CJU,0.0,185.89,7.89
104.16.180.106,443,True,CJU,0.0,187.12,7.82
104.16.27.12,443,True,CJU,0.0,186.32,7.68
